id,gender_x,masterCategory_x,subCategory_x,articleType_x,baseColour_x,season_x,year_x,usage_x,productDisplayName_x,Unnamed: 0,gender_y,masterCategory_y,subCategory_y,articleType_y,baseColour_y,season_y,year_y,usage_y,productDisplayName_y,price,url
7909,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Proline Men Navy & Cream Striped Polo T-shirt,4704,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Proline Men Navy & Cream Striped Polo T-shirt,1830.49,http://assets.myntassets.com/v1/images/style/properties/eeba944ba939355954cf950c37eb0cc6_images.jpg
4911,Women,Apparel,Topwear,Tops,Pink,Summer,2011,Casual,Levis Kids Girl's Dionne Pink Kidswear,4730,Women,Apparel,Topwear,Tops,Pink,Summer,2011,Casual,Levis Kids Girl's Dionne Pink Kidswear,901.9,http://assets.myntassets.com/v1/images/style/properties/4debd088cf652ba933bad199b15a3a97_images.jpg
59467,Women,Accessories,Jewellery,Ring,Silver,Summer,2015,Casual,Lucera Silver Ring,4741,Women,Accessories,Jewellery,Ring,Silver,Summer,2015,Casual,Lucera Silver Ring,334.85,http://assets.myntassets.com/v1/images/style/properties/Lucera-Silver-Ring_543132066c4455eefb7b0ae54845323c_images.jpg
36368,Men,Accessories,Ties,Ties,Blue,Summer,2012,Formal,Reid & Taylor Men Blue Tie,4817,Men,Accessories,Ties,Ties,Blue,Summer,2012,Formal,Reid & Taylor Men Blue Tie,733.25,http://assets.myntassets.com/v1/images/style/properties/f04a8ab19d227bfb98a4a2ea242b8f27_images.jpg
33870,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Citizen Men Black Dial Chronograph Watch AN3420-51L,4845,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Citizen Men Black Dial Chronograph Watch AN3420-51L,2801,http://assets.myntassets.com/v1/images/style/properties/bb95ebc615e1565861a3476b56eebdfc_images.jpg
2820,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Formal,Lee Cooper Men Formal Leather Black Sandal,4851,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Formal,Lee Cooper Men Formal Leather Black Sandal,105.9,http://assets.myntassets.com/v1/images/style/properties/3d1bbf550e8fe9db493fe79dc83d25ce_images.jpg
24006,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Regent Polo Club Men White Striped Shirt,4859,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Regent Polo Club Men White Striped Shirt,2486,http://assets.myntassets.com/v1/images/style/properties/814c5e3388b80fbb9531b7b2c02954bb_images.jpg
56614,Women,Personal Care,Makeup,Highlighter and Blush,Peach,Spring,2017,,Streetwear True Color Peachy Sheen Blusher,4892,Women,Personal Care,Makeup,Highlighter and Blush,Peach,Spring,2017,,Streetwear True Color Peachy Sheen Blusher,1999.49,http://assets.myntassets.com/v1/images/style/properties/Streetwear-True-Color-Peachy-Sheen-Blusher_e4b1151b5564289d1c180f24d0b8031c_images.jpg
7103,Unisex,Accessories,Bags,Backpacks,Grey,Winter,2015,Casual,Wildcraft Unisex Grey Backpack,5003,Unisex,Accessories,Bags,Backpacks,Grey,Winter,2015,Casual,Wildcraft Unisex Grey Backpack,1331.9,http://assets.myntassets.com/v1/images/style/properties/4cd3763af2675ab3a177c5c02f6f0ada_images.jpg
27677,Women,Accessories,Bags,Handbags,Blue,Winter,2015,Casual,Murcia Women Blue Handbag,5040,Women,Accessories,Bags,Handbags,Blue,Winter,2015,Casual,Murcia Women Blue Handbag,1104.25,http://assets.myntassets.com/v1/images/style/properties/644d738629799bdd7f7bf2036f9a6453_images.jpg
55257,Women,Personal Care,Makeup,Kajal and Eyeliner,Grey,Spring,2017,Casual,Lakme Absolute Forever Silk Grey Matter Eyeliner,5042,Women,Personal Care,Makeup,Kajal and Eyeliner,Grey,Spring,2017,Casual,Lakme Absolute Forever Silk Grey Matter Eyeliner,1454.5,http://assets.myntassets.com/v1/images/style/properties/Lakme-Absolute-Forever-Silk-Grey-Matter-Eye-Liner_d567bfcf7c293ce2e7d1858ec9ec427a_images.jpg
3568,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Women Black Training T-shirt,5071,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Women Black Training T-shirt,1418.85,http://assets.myntassets.com/v1/images/style/properties/a978ac541ca598e1538efb6dfd9854fd_images.jpg
57993,Women,Apparel,Dress,Dresses,Beige,Fall,2012,Casual,Latin Quarters Women Beige Dress,5080,Women,Apparel,Dress,Dresses,Beige,Fall,2012,Casual,Latin Quarters Women Beige Dress,103.49,http://assets.myntassets.com/v1/images/style/properties/Latin-Quarters-Women-Beige-Dress_ae4fab2cceed5068da74f4091faf6a0e_images.jpg
50984,Women,Apparel,Innerwear,Briefs,Pink,Summer,2017,Casual,Enamor Women Cameo Rose Coloured Briefs,5100,Women,Apparel,Innerwear,Briefs,Pink,Summer,2017,Casual,Enamor Women Cameo Rose Coloured Briefs,306.95,http://assets.myntassets.com/v1/images/style/properties/2ffc34863951ed696ed1221fd01a6e27_images.jpg
33846,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Puma Men Future Cat Black Shoes,5165,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Puma Men Future Cat Black Shoes,2963,http://assets.myntassets.com/v1/images/style/properties/72ccae28a97809e9693607d75ffe9702_images.jpg
39316,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Gini and Jony Boys Printed White T-shirt,5181,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Gini and Jony Boys Printed White T-shirt,2628.85,http://assets.myntassets.com/v1/images/style/properties/9153414fe7025ec5eea9b952750034e4_images.jpg
29184,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,United Colors of Benetton Men Blue Shirt,5186,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,United Colors of Benetton Men Blue Shirt,98.9,http://assets.myntassets.com/v1/images/style/properties/e824457a5e67c8797b61b34d0529634c_images.jpg
46815,Girls,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual,Gini and Jony Girls Yellow Top,5195,Girls,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual,Gini and Jony Girls Yellow Top,1542.9,http://assets.myntassets.com/v1/images/style/properties/2ad3ea22b139c15808ad70da68f51ef6_images.jpg
36702,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual,Yves Saint Laurent Men Kouros Perfume,5215,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual,Yves Saint Laurent Men Kouros Perfume,1747.85,http://assets.myntassets.com/v1/images/style/properties/73aca27d42e437d0ca54c32a971d071e_images.jpg
32190,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,2012,Sports,ADIDAS Women Duramo Pink Sports Shoes,5223,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,2012,Sports,ADIDAS Women Duramo Pink Sports Shoes,2170,http://assets.myntassets.com/v1/images/style/properties/cfbc67e3e9676cf5f164716ff473604b_images.jpg
31715,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings,5245,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings,2643.9,http://assets.myntassets.com/v1/images/style/properties/50df277efb7f30aca10c6cd8262be2e8_images.jpg
51294,Boys,Accessories,Eyewear,Sunglasses,Black,Fall,2012,Casual,Hop Scotch Boys Black Sunglasses,5260,Boys,Accessories,Eyewear,Sunglasses,Black,Fall,2012,Casual,Hop Scotch Boys Black Sunglasses,255.5,http://assets.myntassets.com/v1/images/style/properties/Hop-Scotch-Boys-Black-Sunglass_0b3596209d59958328d693392019a446_images.jpg
22766,Women,Apparel,Topwear,Kurtas,Red,Fall,2011,Ethnic,BIBA Women Solid Red Kurta,5262,Women,Apparel,Topwear,Kurtas,Red,Fall,2011,Ethnic,BIBA Women Solid Red Kurta,2423.5,http://assets.myntassets.com/v1/images/style/properties/1e4970146fd5d36a597ee54829b10637_images.jpg
50346,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Aurelia Women Pink Kurta,5266,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Aurelia Women Pink Kurta,2347.75,http://assets.myntassets.com/v1/images/style/properties/Aurelia-Women-Pink-Kurta_6ed81322bd6338491256c861087c53fa_images.jpg
30091,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Ed Hardy Women Black Watch,5286,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Ed Hardy Women Black Watch,382,http://assets.myntassets.com/v1/images/style/properties/f0313f39d99494dd4a570d17f6cb2494_images.jpg
40312,Unisex,Footwear,Sandal,Sandals,White,Spring,2013,Casual,Warner Bros Kids White sandals,5343,Unisex,Footwear,Sandal,Sandals,White,Spring,2013,Casual,Warner Bros Kids White sandals,457.49,http://assets.myntassets.com/v1/images/style/properties/6809085eb5776937bdd4dbea01cf6ce5_images.jpg
17223,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,United Colors of Benetton Women Funky Eyewear Black Sunglasses,5354,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,United Colors of Benetton Women Funky Eyewear Black Sunglasses,745,http://assets.myntassets.com/v1/images/style/properties/5e4603afdcbd47ba4cecc9e3f4e02e53_images.jpg
15574,Boys,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,Chhota Bheem Kids Boys Best Friends Group TShirt,5373,Boys,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,Chhota Bheem Kids Boys Best Friends Group TShirt,2221,http://assets.myntassets.com/v1/images/style/properties/4e635c4ed0cadbd612bb22d01420166f_images.jpg
53361,Women,Accessories,Bags,Backpacks,Pink,Summer,2012,Casual,Puma Women Pink & Grey Backpack,5377,Women,Accessories,Bags,Backpacks,Pink,Summer,2012,Casual,Puma Women Pink & Grey Backpack,2263.95,http://assets.myntassets.com/v1/images/style/properties/a77532b4f9410ca9f75cfe76c6db7985_images.jpg
17011,Women,Footwear,Shoes,Flats,Silver,Winter,2012,Casual,Rocia Women Brown Heels,5395,Women,Footwear,Shoes,Flats,Silver,Winter,2012,Casual,Rocia Women Brown Heels,2537.95,http://assets.myntassets.com/v1/images/style/properties/1cfa67bdb513add23bf56a6525160a6c_images.jpg
51604,Women,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2012,Casual,Kraus Jeans Women Navy Blue Jeans,5396,Women,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2012,Casual,Kraus Jeans Women Navy Blue Jeans,577.5,http://assets.myntassets.com/v1/images/style/properties/23d4249ed40d0441b5ccc999ebd812a2_images.jpg
58928,Women,Accessories,Bags,Handbags,Olive,Summer,2010,Casual,Ivory Tag Olive Dip Sling Bag,5426,Women,Accessories,Bags,Handbags,Olive,Summer,2010,Casual,Ivory Tag Olive Dip Sling Bag,1507.95,http://assets.myntassets.com/v1/images/style/properties/Ivory-Tag-Women-Olive-Sling-Bag_7f100991be0f20786edb8c235a7fd78e_images.jpg
28297,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Fastrack Men Black Sunglasses,5522,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Fastrack Men Black Sunglasses,2390.95,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Men-Black-Sunglasses77903382739c4da7564a4134311cf123_images.jpg
21268,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011,Casual,Footloose Unisex Black Mojo Backpack,5545,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011,Casual,Footloose Unisex Black Mojo Backpack,2931.75,http://assets.myntassets.com/v1/images/style/properties/e7471da88d327bf6ade4dc9c3f6e4a70_images.jpg
15861,Unisex,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011,Casual,Warner Bros Kids Unisex SD Nightmare Flop Blue Slippers,5548,Unisex,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011,Casual,Warner Bros Kids Unisex SD Nightmare Flop Blue Slippers,1503.25,http://assets.myntassets.com/v1/images/style/properties/e1c5a1ba06fb59879e2845e8d66f2ea4_images.jpg
48032,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Nautica Men Black Dial Chronograph Watch,5553,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Nautica Men Black Dial Chronograph Watch,2959.5,http://assets.myntassets.com/v1/images/style/properties/Nautica-Men-Black-Chronograph-Watch_d4ac3e8645b8aff1e36a1c0932df4017_images.jpg
29461,Women,Free Items,Free Gifts,Free Gifts,White,Winter,2016,Casual,Giordano Women White Dial Watch,5610,Women,Free Items,Free Gifts,Free Gifts,White,Winter,2016,Casual,Giordano Women White Dial Watch,2293.85,http://assets.myntassets.com/v1/images/style/properties/Giordano-Men-Black-Dial-Watch_ad0a4359481d27f1af8f7a115e8f2914_images.jpg
41379,Women,Apparel,Topwear,Tops,Red,Summer,2012,Casual,Wrangler Women Red Rosy Top,5653,Women,Apparel,Topwear,Tops,Red,Summer,2012,Casual,Wrangler Women Red Rosy Top,2717.75,http://assets.myntassets.com/v1/images/style/properties/719a82a4be0691dc9cafbf954713fb96_images.jpg
50039,Women,Apparel,Innerwear,Bra,Nude,Winter,2015,Casual,Hanes Women Nude Concealing Petals Wirefree Moulded Bra,5661,Women,Apparel,Innerwear,Bra,Nude,Winter,2015,Casual,Hanes Women Nude Concealing Petals Wirefree Moulded Bra,923.99,http://assets.myntassets.com/v1/images/style/properties/Hanes-Women-Nude-Ultimate-Bra_bc22f9943085c39f0eecc041cd739840_images.jpg
49326,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,DKNY Women Black Dial Watch NY4620,5665,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,DKNY Women Black Dial Watch NY4620,2038.25,http://assets.myntassets.com/v1/images/style/properties/94e8fd93e64b0140d9cbfd3dc467cf83_images.jpg
20940,Women,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual,ADIDAS Women Spring Black Flip Flops,5676,Women,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual,ADIDAS Women Spring Black Flip Flops,2328.75,http://assets.myntassets.com/v1/images/style/properties/62ad59aac31f4dab01004c2062b846d6_images.jpg
4051,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Myntra Men's Eagle Emblem Yellow T-shirt,5697,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Myntra Men's Eagle Emblem Yellow T-shirt,1585.5,http://assets.myntassets.com/v1/images/style/properties/c9170d2e1a9d849a289d2db8f89af5b1_images.jpg
17163,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,U.S. Polo Assn. Men Green Check Shirt,5726,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,U.S. Polo Assn. Men Green Check Shirt,1618.99,http://assets.myntassets.com/v1/images/style/properties/3e7b2adda60ddfdbfa2ad5bf58fa535e_images.jpg
17507,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Classic Polo Men Stripes Black Polo T-Shirt,5757,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Classic Polo Men Stripes Black Polo T-Shirt,2325,http://assets.myntassets.com/v1/images/style/properties/24e0d2b691f1fa5f6b04cda4ee9bd9a6_images.jpg
42537,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Mother Earth Women Black Kurta,5762,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Mother Earth Women Black Kurta,557.95,http://assets.myntassets.com/v1/images/style/properties/60e5dd6b46827b4bb4eda35f6ddaf488_images.jpg
38980,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Arrow Men Blue Check Shirt,5787,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Arrow Men Blue Check Shirt,332,http://assets.myntassets.com/v1/images/style/properties/df420478198a31b2fd28dcd49593fe8e_images.jpg
16613,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011,Formal,Genesis Men Stripes Grey Trouser,5822,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011,Formal,Genesis Men Stripes Grey Trouser,1622.99,http://assets.myntassets.com/v1/images/style/properties/6186f3a7033f48dfe033403a223d2b37_images.jpg
15096,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011,Ethnic,Mother Earth Women Stripes Orange Kurtas,5836,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011,Ethnic,Mother Earth Women Stripes Orange Kurtas,2875.5,http://assets.myntassets.com/v1/images/style/properties/a8d6c4765ebbc5ff462a5ac36bfb377b_images.jpg
25603,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Black Casual Watch,5841,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Black Casual Watch,1585.75,http://assets.myntassets.com/v1/images/style/properties/c1d47191dafb9b87b1571cd65992593c_images.jpg
41346,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2016,Casual,Wrangler Men Navy Blue Texas Jeans,5843,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2016,Casual,Wrangler Men Navy Blue Texas Jeans,787.9,http://assets.myntassets.com/v1/images/style/properties/Wrangler-Men-Navy-Blue-Jeans_cb3a64b050a8342cb5275774c5eab9bc_images.jpg
31455,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,Nike Men Challenger Black Jersey,5847,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,Nike Men Challenger Black Jersey,2804.75,http://assets.myntassets.com/v1/images/style/properties/aa83ec650c04616d2e1852109219e0af_images.jpg
22042,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Vishudh Women Printed Blue Kurta,5854,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Vishudh Women Printed Blue Kurta,1755.5,http://assets.myntassets.com/v1/images/style/properties/57b4b3059e1ccb455798d523585e8b52_images.jpg
36670,Women,Accessories,Bags,Handbags,Green,Summer,2012,Casual,Paridhan Women Green Handbag,5857,Women,Accessories,Bags,Handbags,Green,Summer,2012,Casual,Paridhan Women Green Handbag,605.85,http://assets.myntassets.com/v1/images/style/properties/a87da7357dd7835292c2c0a40e6e22c8_images.jpg
11260,Women,Apparel,Bottomwear,Skirts,Green,Summer,2011,Casual,Palm Tree Kids Girl Sp Jace Sko Green Skirts,5881,Women,Apparel,Bottomwear,Skirts,Green,Summer,2011,Casual,Palm Tree Kids Girl Sp Jace Sko Green Skirts,2839.75,http://assets.myntassets.com/v1/images/style/properties/23df07f8fddc41b80322d66bac99c552_images.jpg
46967,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Bulchee Women Black Handbag,5923,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Bulchee Women Black Handbag,724.5,http://assets.myntassets.com/v1/images/style/properties/868a1b921e6d1c3198be2e7b1f120a99_images.jpg
50668,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Fall,2018,Sports,Chromozome Men Navy Blue Fashion Lounge Pants S-5145,5959,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Fall,2018,Sports,Chromozome Men Navy Blue Fashion Lounge Pants S-5145,1408.25,http://assets.myntassets.com/v1/images/style/properties/Chromozome-Men-Navy-Blue-Fashion-Track-Pants_12b52f9d060c31d660ec95a538a8db69_images.jpg
24379,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Folklore Women Green Printed Kurta,5975,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Folklore Women Green Printed Kurta,1053.25,http://assets.myntassets.com/v1/images/style/properties/97c4559ee01571f199f6b97e35339bac_images.jpg
30779,Men,Apparel,Topwear,Kurtas,Rust,Summer,2012,Ethnic,Fabindia Men Rust Khadi Kurta,5987,Men,Apparel,Topwear,Kurtas,Rust,Summer,2012,Ethnic,Fabindia Men Rust Khadi Kurta,812.85,http://assets.myntassets.com/v1/images/style/properties/db338e762e14b723b259e5bc5f103ea2_images.jpg
41984,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Gini and Jony Boys Around The World White T-shirt,6014,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Gini and Jony Boys Around The World White T-shirt,2380.75,http://assets.myntassets.com/v1/images/style/properties/40d02553865d4afe0a55c01e995ab6ce_images.jpg
59147,Women,Footwear,Shoes,Heels,Beige,Fall,2012,Casual,Tiptopp Women Beige Sandals,6016,Women,Footwear,Shoes,Heels,Beige,Fall,2012,Casual,Tiptopp Women Beige Sandals,831.5,http://assets.myntassets.com/v1/images/style/properties/Tiptopp-Women-Beige-Sandals_7505d6c77c2cdacd4bc663f2b73bebbf_images.jpg
59375,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Vishudh Women White Printed Kurta,6020,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Vishudh Women White Printed Kurta,1221.5,http://assets.myntassets.com/v1/images/style/properties/Vishudh-Women-White-Kurta_0e0fb35810b61853f22d747484578bd5_images.jpg
23538,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017,Casual,Dunhill Fresh Men Perfume,6036,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017,Casual,Dunhill Fresh Men Perfume,453.5,http://assets.myntassets.com/v1/images/style/properties/41ce1d9f60a68629459a8a292c6d7ff9_images.jpg
31452,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Sports,Nike Men Compression Grey T-shirt,6072,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Sports,Nike Men Compression Grey T-shirt,1505.9,http://assets.myntassets.com/v1/images/style/properties/beafca76267d450c1456056028614b96_images.jpg
23197,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Highlander Men Blue Check Shirt,6075,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Highlander Men Blue Check Shirt,565.75,http://assets.myntassets.com/v1/images/style/properties/d6c33523c0df1fc530fcd1fc50f99bf0_images.jpg
57016,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016,Casual,Jockey ELANCE Men Blue Briefs 1004,6129,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016,Casual,Jockey ELANCE Men Blue Briefs 1004,378.9,http://assets.myntassets.com/v1/images/style/properties/Jockey-Men-Navy-Blue-Brief_40996b7bcddc4345dafb3a3d5311d077_images.jpg
31204,Men,Accessories,Accessories,Accessory Gift Set,Brown,Summer,2012,Casual,Cabarelli Men Brown Accessory Gift Set,6132,Men,Accessories,Accessories,Accessory Gift Set,Brown,Summer,2012,Casual,Cabarelli Men Brown Accessory Gift Set,2366.9,http://assets.myntassets.com/v1/images/style/properties/9845fcec79b635bca8af2b647d46248c_images.jpg
24510,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Mother Earth Women Green Printed Kurta,6181,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Mother Earth Women Green Printed Kurta,861.49,http://assets.myntassets.com/v1/images/style/properties/e11d7f9a4ae562eed51dcf303aca0c80_images.jpg
18548,Women,Footwear,Shoes,Casual Shoes,Beige,Winter,2015,Casual,Catwalk Women  Beige Casual Shoes,6188,Women,Footwear,Shoes,Casual Shoes,Beige,Winter,2015,Casual,Catwalk Women  Beige Casual Shoes,1491,http://assets.myntassets.com/v1/images/style/properties/fcb2f0d2cfe70be0b7345ceb57366f71_images.jpg
34782,Women,Accessories,Bags,Handbags,White,Summer,2015,Casual,Be For Bag Women Pack of 3 Bags,6193,Women,Accessories,Bags,Handbags,White,Summer,2015,Casual,Be For Bag Women Pack of 3 Bags,2444.5,http://assets.myntassets.com/v1/images/style/properties/5ecee26dcf8250ae818512f25bf80f38_images.jpg
24948,Women,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,United Colors of Benetton Women Black T-shirt,6204,Women,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,United Colors of Benetton Women Black T-shirt,121.25,http://assets.myntassets.com/v1/images/style/properties/ed2bb41cdc7a90443c9b261910ace2fa_images.jpg
26623,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Puma Women BodyTrain Mesh Grid Black Sports Shoes,6217,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Puma Women BodyTrain Mesh Grid Black Sports Shoes,148.85,http://assets.myntassets.com/v1/images/style/properties/8916649f568b9dedda640abaf48e9adb_images.jpg
17164,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,U.S. Polo Assn. Men Checks Blue Shirt,6222,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,U.S. Polo Assn. Men Checks Blue Shirt,130.99,http://assets.myntassets.com/v1/images/style/properties/3852ebf35fc849f2528774879be89fa6_images.jpg
35234,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012,Formal,Fortune Men Brown Formal Shoes,6224,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012,Formal,Fortune Men Brown Formal Shoes,761.5,http://assets.myntassets.com/v1/images/style/properties/d9a7dd39e9528df61fdade8cd7bf4209_images.jpg
16284,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Peter England Men Printed Red TShirt,6237,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Peter England Men Printed Red TShirt,858,http://assets.myntassets.com/v1/images/style/properties/423b2d7b3cf2f07d13cbe178cf6fa435_images.jpg
5945,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,Locomotive Men Blue Checked Shirt,6262,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,Locomotive Men Blue Checked Shirt,1092.5,http://assets.myntassets.com/v1/images/style/properties/de1f2662bdccea8ce47864af44771090_images.jpg
8202,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Locomotive Men Landon Grey T-Shirts,6308,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Locomotive Men Landon Grey T-Shirts,941.95,http://assets.myntassets.com/v1/images/style/properties/162f1a93ace6d48815b5c1ddadfbb426_images.jpg
49919,Women,Apparel,Saree,Sarees,Maroon,Fall,2012,Ethnic,Fabindia Maroon Printed Ajrakh Dhonekhali Saree,6314,Women,Apparel,Saree,Sarees,Maroon,Fall,2012,Ethnic,Fabindia Maroon Printed Ajrakh Dhonekhali Saree,1638.95,http://assets.myntassets.com/v1/images/style/properties/Fabindia-Women-Red-Sari_7c4c4327b8861d1d590ffb3057f960f6_images.jpg
14976,Men,Accessories,Belts,Belts,Black,Fall,2011,Formal,New Hide Men Solid Black Belts,6322,Men,Accessories,Belts,Belts,Black,Fall,2011,Formal,New Hide Men Solid Black Belts,1918.75,http://assets.myntassets.com/v1/images/style/properties/240767a29e13ba441be33126e9be5f30_images.jpg
45976,Women,Apparel,Topwear,Tops,Grey Melange,Summer,2012,Casual,Tokyo Talkies Women Grey Melange Printed Top,6383,Women,Apparel,Topwear,Tops,Grey Melange,Summer,2012,Casual,Tokyo Talkies Women Grey Melange Printed Top,2802.75,http://assets.myntassets.com/v1/images/style/properties/f15155b9246ee6ffe6f862c7af0ba58a_images.jpg
21292,Women,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016,Casual,Celine Dion Women Metalic Frame Sunglasses,6394,Women,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016,Casual,Celine Dion Women Metalic Frame Sunglasses,349.9,http://assets.myntassets.com/v1/images/style/properties/80d5d90d958151ccd0d5741e97ae0876_images.jpg
